,id,director,title,genres,revenue,vote_count,vote_average
6297,329805,Maïwenn,My King,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",282000,207,7.1
6298,273899,Roland Emmerich,Stonewall,"[{'id': 18, 'name': 'Drama'}]",187674,32,5.2
6299,157293,Remo D'Souza,ABCD (Any Body Can Dance),"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",222000,10,5.6
6300,321258,William Brent Bell,The Boy,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",64188367,1133,5.8
6301,343795,Michael Polish,90 Minutes in Heaven,"[{'id': 18, 'name': 'Drama'}]",4842699,40,5.4
6302,335778,Kevin Reynolds,Risen,"[{'id': 28, 'name': 'Action'}]",46069568,300,5.7
6303,376530,Otto Bell,The Eagle Huntress,"[{'id': 10751, 'name': 'Family'}, {'id': 99, 'name': 'Documentary'}, {'id': 12, 'name': 'Adventure'}]",3162153,28,7.3
6304,364116,Johannes Roberts,The Other Side of the Door,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",14332467,279,5.2
6305,291870,Dan Mazer,Dirty Grandpa,"[{'id': 35, 'name': 'Comedy'}]",94073028,1429,5.7
6306,364427,Andrei Proshkin,Orleans,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",302000,3,6.0
6307,300673,Craig Gillespie,The Finest Hours,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",52099090,597,6.3
6308,42588,Richard Rush,Getting Straight,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",13300000,3,6.3
6309,293122,Oles Sanin,The Guide,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",499168,6,8.6
6310,339408,Nate Parker,The Birth of a Nation,"[{'id': 18, 'name': 'Drama'}]",15861566,181,6.4
6311,64880,Anubhav Sinha,Tum Bin,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",1486992,8,7.1
6312,44566,Siddharth Anand,Anjaana Anjaani,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",5900000,27,6.1
6313,296096,Thea Sharrock,Me Before You,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",207945075,2674,7.6
6314,55283,Sekhar Kammula,Leader,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",1458709,7,5.1
6315,316000,Don Cheadle,Miles Ahead,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",3460466,74,6.7
6316,146198,John Hillcoat,Triple 9,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",12639297,812,5.6
6317,205584,Alex Proyas,Gods of Egypt,"[{'id': 14, 'name': 'Fantasy'}]",150680864,1303,5.2
6318,336808,Ciro Guerra,Embrace of the Serpent,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",1320005,129,7.8
6319,376869,Ram Madhvani,Neerja,"[{'id': 18, 'name': 'Drama'}]",2978994,44,7.4
6320,323677,Stephen Hopkins,Race,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",24804129,492,7.0
6321,333371,Dan Trachtenberg,10 Cloverfield Lane,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",108286421,2537,6.8
6322,267860,Babak Najafi,London Has Fallen,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",205754447,1656,5.8
6323,269149,Jared Bush,Zootopia,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",1023784195,4961,7.7
6324,279641,John Requa,Whiskey Tango Foxtrot,"[{'id': 10752, 'name': 'War'}, {'id': 35, 'name': 'Comedy'}]",23083334,356,6.0
6325,318850,Cyrus Nowrasteh,The Young Messiah,"[{'id': 18, 'name': 'Drama'}]",6490401,30,6.4
6326,267193,Louis Leterrier,Grimsby,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",25182929,794,5.7
6327,24654,Betsy Chasse,What the Bleep! Down the Rabbit Hole,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",138913,4,4.9
6328,348674,Tobias Lindholm,A War,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",1113277,59,6.9
6329,299824,Wuershan,Mojin: The Lost Legend,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",278300000,71,6.0
6330,110395,Jon Acevski,Freddie as F.R.O.7.,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1119368,4,4.5
6331,83902,Arjun Sablok,Na Tum Jaano Na Hum,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6100000,5,4.4
6332,365222,Wilson Yip,Ip Man 3,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",156844753,384,6.5
6333,72051,Puneet Issar,Garv: Pride and Honour,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",11000000,4,4.5
6334,300602,Enrique Gato,Capture the Flag,"[{'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",8306690,52,5.7
6335,97341,Vikram Bhatt,Deewane Huye Paagal,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",355962,6,5.3
6336,105254,Ingmar Bergman,The Touch,"[{'id': 18, 'name': 'Drama'}]",6530000,3,6.0
6337,214355,Halder Gomes,Cine Holliúdy,"[{'id': 35, 'name': 'Comedy'}]",4900000,10,6.3
6338,21751,Willem van de Sande Bakhuyzen,Spoon,"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",1589109,0,0.0
6339,341007,Sharmeen Obaid-Chinoy,3 Braves,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",645135,2,7.5
6340,20294,Anees Bazmee,Welcome,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",36500000,26,6.5
6341,14467,Abbas Tyrewala,Jaane Tu... Ya Jaane Na,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",11100000,37,6.7
6342,15864,Siddharth Anand,Bachna Ae Haseeno,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",9600000,20,6.5
6343,14071,Tarun Mansukhani,Dostana,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",20000000,42,6.4
6344,20832,Jaideep Sen,Krazzy 4,"[{'id': 35, 'name': 'Comedy'}]",8000000,8,4.5
6345,15979,Ram Gopal Varma,Phoonk,"[{'id': 10769, 'name': 'Foreign'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2760000,5,3.5
6346,111836,Harish Shankar,Gabbar Singh,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",16000000,6,5.1
6347,148265,S.S. Rajamouli,Eega,"[{'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",19450000,33,6.7
6348,19980,Raj Nidimoru,99,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",6600000,5,5.6
6349,44565,Priyadarshan,Khatta Meetha,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",10000000,10,5.1
6350,34144,Ashwani Dhir,"Dear Guest, When Will You Leave?","[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",5000000,9,6.2
6351,61400,Anees Bazmee,Thank You,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",4100000,16,5.7
6352,280840,Julio Médem,Ma Ma,"[{'id': 18, 'name': 'Drama'}]",1137421,36,5.9
6353,271200,Sabbir Khan,Heropanti,"[{'id': 10749, 'name': 'Romance'}, {'id': 28, 'name': 'Action'}]",10000000,15,5.4
6354,85277,Martin Koolhoven,Happy Family,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",966214,1,6.0
6355,302528,Atom Egoyan,Remember,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1986615,173,7.4
6356,381890,Stephen Chow,The Mermaid,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",553810228,76,6.2
6357,132705,Ramón Obón,Morgana,"[{'id': 27, 'name': 'Horror'}]",1612100,2,6.3
6358,301365,Nicolas Winding Refn,The Neon Demon,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",1333124,926,6.4
6359,37941,Gautham Vasudev Menon,Vinnaithaandi Varuvaayaa,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",12000000,19,7.7
6360,20049,K. V. Anand,Ayan,"[{'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",18000000,19,6.7
6361,31626,Bhaskar,Bommarillu,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",5333333,6,5.6
6362,31629,Kodi Rama Krishna,Arundhati,"[{'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}]",14000000,7,5.6
6363,199160,Sekhar Kammula,Happy Days,"[{'id': 18, 'name': 'Drama'}]",2640850,5,6.6
6364,301348,Liza Johnson,Elvis & Nixon,"[{'id': 35, 'name': 'Comedy'}, {'id': 36, 'name': 'History'}]",1055287,146,6.0
6365,338065,Zoya Akhtar,Dil Dhadakne Do,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",22000000,43,6.7
6366,333352,Gavin Hood,Eye in the Sky,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",18704595,532,7.2
6367,320588,Michael Showalter,"Hello, My Name Is Doris","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",14444999,156,6.5
6368,2989,Noel Marshall,Roar,"[{'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",2000000,19,5.6
6369,339984,Patricia Riggen,Miracles from Heaven,"[{'id': 18, 'name': 'Drama'}]",73883359,191,6.8
6370,315664,Stephen Frears,Florence Foster Jenkins,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",48902953,409,6.7
6371,302688,Kirk Jones,My Big Fat Greek Wedding 2,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",88923251,328,5.6
6372,327528,Robert Budreau,Born to Be Blue,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",830129,58,6.7
6373,357706,Sudha Kongara Prasad,Irudhi Suttru,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",2100000,11,6.7
6374,297806,Marc Abraham,I Saw the Light,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",1646788,48,5.9
6375,342521,Peter Atencio,Keanu,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",20566327,434,6.0
6376,375742,Agnieszka Smoczynska,The Lure,"[{'id': 27, 'name': 'Horror'}, {'id': 10402, 'name': 'Music'}]",101657,31,6.1
6377,336011,Elizabeth Wood,White Girl,"[{'id': 18, 'name': 'Drama'}]",200242,109,5.5
6378,296360,Whit Stillman,Love & Friendship,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",14016568,171,6.4
6379,376716,Aleksandr Barshak,Elections Day 2,"[{'id': 35, 'name': 'Comedy'}]",4314688,12,7.0
6380,295699,Richard Linklater,Everybody Wants Some!!,"[{'id': 35, 'name': 'Comedy'}]",3400278,419,6.3
6381,369557,John Carney,Sing Street,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",13624522,669,8.0
6382,116312,Luis García Berlanga,The National Shotgun,"[{'id': 35, 'name': 'Comedy'}]",1622164,14,7.2
6383,370755,Jim Jarmusch,Paterson,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2152738,311,7.0
6384,290595,Cedric Nicolas-Troyan,The Huntsman: Winter's War,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",164602163,1575,6.0
6385,325133,Nicholas Stoller,Neighbors 2: Sorority Rising,"[{'id': 35, 'name': 'Comedy'}]",108758521,1490,5.6
6386,68016,Vetrimaran,Aadukalam,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6000000,8,6.8
6387,372226,Vetrimaran,Visaranai,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1600000,8,8.0
6388,374465,Mia Hansen-Løve,Things to Come,"[{'id': 18, 'name': 'Drama'}]",282382,70,6.5
6389,377985,Maneesh Sharma,Fan,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",29251596,73,6.2
6390,353326,Matt Brown,The Man Who Knew Infinity,"[{'id': 18, 'name': 'Drama'}]",11472454,314,7.2
6391,303858,Jodie Foster,Money Monster,"[{'id': 53, 'name': 'Thriller'}]",93282604,1096,6.5
6392,322240,Barry Sonnenfeld,Nine Lives,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",57814445,289,5.5
6393,356298,Mike Birbiglia,Don't Think Twice,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",4417667,161,6.4
6394,326423,Malcolm D. Lee,Barbershop: The Next Cut,"[{'id': 35, 'name': 'Comedy'}]",55030051,171,6.2
6395,330483,Ross Katz,The Choice,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",18730891,527,6.7
6396,205588,Susanna White,Our Kind of Traitor,"[{'id': 53, 'name': 'Thriller'}]",9930095,162,6.0
6397,127380,Angus MacLane,Finding Dory,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1028570889,4333,6.8
6398,323676,Ben Falcone,The Boss,"[{'id': 35, 'name': 'Comedy'}]",78636257,441,5.5
6399,333669,James Watkins,Bastille Day,"[{'id': 28, 'name': 'Action'}]",14397593,378,6.0
6400,316152,Gary Ross,Free State of Jones,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",25035950,439,6.6
6401,153518,Clay Kaytis,The Angry Birds Movie,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",349779543,1048,5.9
6402,384737,Max Adams,Precious Cargo,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",100659,95,5.1
6403,188540,Vishnuvardhan,Arrambam,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",21000000,8,6.0
6404,300983,Gautham Vasudev Menon,Yennai Arindhaal,"[{'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",16000000,14,6.6
6405,76788,Venkat Prabhu,Mankatha,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",28000000,14,5.6
6406,330418,R. Ravi Kumar,Indru Netru Naalai,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}]",1400000,7,7.4
6407,247504,Siva,Veeram,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",19000000,11,5.8
6408,69428,S. J. Surya,Vaali,"[{'id': 10749, 'name': 'Romance'}]",500000,6,6.0
6409,69417,K. S. Ravikumar,Villan,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",500000,5,6.7
6410,69401,A.R. Murugadoss,Dheena,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",500000,5,5.3
6411,69399,Saravana Subbiah,Citizen,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 10769, 'name': 'Foreign'}]",500000,6,5.9
6412,69427,Saran,Amarkalam,[],500000,4,6.6
6413,69404,V. Z. Durai,Mugavari,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",500000,2,7.5
6414,69422,Vasanth,Aasai,"[{'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",500000,2,6.0
6415,69423,Agathiyan,Kadhal Kottai,"[{'id': 10749, 'name': 'Romance'}]",500000,2,7.0
6416,35010,Chung Yoon-chul,A Man Who Was Superman,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",3848034,15,7.3
6417,353069,Garry Marshall,Mother's Day,"[{'id': 35, 'name': 'Comedy'}]",48418160,391,5.8
6418,302401,Oliver Stone,Snowden,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",37279439,1285,7.0
6419,234004,Kevin Munroe,Ratchet & Clank,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",8821329,188,5.4
6420,63665,Costa-Gavras,Hanna K.,"[{'id': 18, 'name': 'Drama'}]",114247,4,6.4
6421,290250,Shane Black,The Nice Guys,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",62788218,2382,7.0
6422,270010,Tom Tykwer,A Hologram for the King,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",4212494,347,5.8
6423,62756,Hari,Singam,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",9700000,19,6.9
6424,86718,A.R. Murugadoss,7Aum Arivu,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",98900000,10,6.6
6425,19978,S. Shankar,Anniyan,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",8500000,15,6.9
6426,40713,Natsuki Imai,Sky Of Love,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",44038000,30,7.1
6427,291264,Jason Bateman,The Family Fang,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",262921,92,5.8
6428,380111,Nikolay Lebedev,Flight Crew,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",27305571,47,6.8
6429,24827,Rajkumar Santoshi,Ajab Prem Ki Ghazab Kahani,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",26000000,33,6.1
6430,258509,Walt Becker,Alvin and the Chipmunks: The Road Chip,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",233755553,438,5.7
6431,332567,Jaume Collet-Serra,The Shallows,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",119100758,1619,6.2
6432,70527,Dejan Zečević,A Little Night Music,"[{'id': 35, 'name': 'Comedy'}]",286000,4,7.8
6433,280690,Sajid Nadiadwala,Kick,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",55000000,51,6.0
6434,22315,Mastan Alibhai Burmawalla,Aitraaz,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",9250000,17,4.9
6435,89868,Karl Zwicky,Paws,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1778391,8,3.9
6436,290098,Park Chan-wook,The Handmaiden,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1983204,453,8.1
6437,241259,James Bobin,Alice Through the Looking Glass,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",299370084,1782,6.5
6438,267935,Steven Spielberg,The BFG,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",183345589,1026,6.0
6439,223702,Greg Tiernan,Sausage Party,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",140705322,2310,5.6
6440,334533,Matt Ross,Captain Fantastic,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5879736,1569,7.9
6441,374475,Maren Ade,Toni Erdmann,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1390172,270,7.3
6442,351454,Pablo Larraín,Neruda,"[{'id': 18, 'name': 'Drama'}]",939101,58,6.1
6443,337154,Lorene Scafaria,The Meddler,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",4267218,89,6.0
6444,188183,Xue Xiaolu,Finding Mr. Right,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",81350000,42,6.3
6445,291805,Jon M. Chu,Now You See Me 2,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",334901337,3362,6.7
6446,339928,Maclain Nelson,Once I Was a Beehive,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",732655,18,6.3
6447,339397,Woody Allen,Café Society,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",43763247,826,6.4
6448,374473,Ken Loach,"I, Daniel Blake","[{'id': 18, 'name': 'Drama'}]",260354,264,7.7
6449,347031,Daniel Scheinert,Swiss Army Man,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",4210454,839,6.8
6450,301804,Mike Flanagan,Before I Wake,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",3295624,416,6.2
6451,374458,Cristian Mungiu,Graduation,"[{'id': 18, 'name': 'Drama'}]",343617,54,6.7
6452,308531,Dave Green,Teenage Mutant Ninja Turtles: Out of the Shadows,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",245623848,984,5.8
6453,257345,Greg McLean,The Darkness,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",10898293,162,4.5
6454,293413,Woo Min-Ho,Inside Men,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",62000000,23,6.7
6455,341012,Jorma Taccone,Popstar: Never Stop Never Stopping,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",9496130,348,6.6
6456,58522,Luca Vendruscolo,Boris - Il film,"[{'id': 35, 'name': 'Comedy'}]",1248748,74,6.8
6457,259693,James Wan,The Conjuring 2,"[{'id': 27, 'name': 'Horror'}]",320170008,2018,7.0
6458,43074,Paul Feig,Ghostbusters,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",229147509,2203,5.3
6459,168098,Tod Williams,Cell,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1133031,325,4.4
6460,373476,Joshua Marston,Complete Unknown,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",187145,47,4.9
6461,258322,Ferzan Ozpetek,Fasten Your Seatbelts,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",5260000,52,6.8
6462,302699,Rawson Marshall Thurber,Central Intelligence,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",216972543,1699,6.2
6463,398535,Abhishek Chaubey,Udta Punjab,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",14900000,32,7.4
6464,267192,Michael Grandage,Genius,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",5681622,174,6.5
6465,48502,Roberto Girault,El Estudiante,"[{'id': 10769, 'name': 'Foreign'}, {'id': 18, 'name': 'Drama'}]",170000,5,6.6
6466,377213,Ribhu Dasgupta,Te3n,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",4817642,23,6.8
