,id,director
37996,216138,Leslie Greif
37997,16280,Dav Kaufman
37998,56294,Gerard Ungerman
37999,15068,Thomas Jahn
38000,354776,Roxanne Meadows
38001,280874,Curtis Crawford
38002,78375,Richard Pepin
38003,63483,Tom McLoughlin
38004,250275,Nathanael Coffman
38005,242906,Robert Malenfant
38006,264555,Doug Campbell
38007,84741,George Erschbamer
38008,224919,Oren Kaplan
38009,299730,Rene Perez
38010,218898,Apoorva Lakhia
38011,280690,Sajid Nadiadwala
38012,188640,Sanjay Gupta
38013,120942,Kunal Kohli
38014,22315,Mastan Alibhai Burmawalla
38015,158009,Juan Bautista Berasategi
38016,89868,Karl Zwicky
38017,252990,Brad Osborne
38018,353125,Jon Long
38019,297239,Lourens Blok
38020,319396,Tommy Woodard
38021,87018,Tom Stout
38022,53850,Stephen Furst
38023,75897,Ben Verbong
38024,13099,Benny Chan
38025,138686,Diederick Koopal
38026,297961,Mikael Salomon
38027,94587,Jason Russell
38028,80582,Steve Kroschel
38029,52406,Ana Sofia Joanes
38030,88865,Taggart Siegel
38031,86063,Urs Schnell
38032,18152,Sufyan Omeish
38033,49264,Steve Kroschel
38034,78573,Steve Kroschel
38035,121170,Aaron Butler
38036,117102,C.J. Hunt
38037,74113,Valentin Thurn
38038,338381,Valentin Thurn
38039,267292,Alex Kalimát
38040,290773,Shannon Harvey
38041,53104,Elizabeth Canner
38042,117407,Robert H. Lieberman
38043,119430,Relic
38044,297400,Hong Seok-Jae
38045,310952,Evan Oppenheimer
38046,126760,Paul Bogart
38047,290098,Park Chan-wook
38048,260826,Miklós Jancsó
38049,48268,Miklós Jancsó
38050,157964,Miklós Jancsó
38051,197849,Miklós Jancsó
38052,208198,Danièle Huillet
38053,358908,Zhang Yang
38054,289519,Jay Levey
38055,243306,Scott Gabriel
38056,241259,James Bobin
38057,109752,Kevin Conner
38058,377432,Don McBrearty
38059,369052,Kristoffer Tabori
38060,289523,Graeme Campbell
38061,317114,Michael Scott
38062,315134,Robert Iscove
38063,317121,Peter DeLuise
38064,267935,Steven Spielberg
38065,110777,Frederick Wiseman
38066,176715,Jeff Woolnough
38067,371464,Nicolette Krebitz
38068,359871,John Dower
38069,334534,Tom Barrow
38070,108879,Jamie Pickup
38071,238997,Jamie Pickup
38072,86522,Andy Wells
38073,241618,Jason Massot
38074,68213,Danny Horan
38075,241619,Emma Cooper
38076,143431,Paddy Wivell
38077,112722,Stuart Cabb
38078,210250,Stuart Cabb
38079,223702,Greg Tiernan
38080,283827,Prabhu Deva
38081,141418,Christian Vuissa
38082,385390,Gary Harvey
38083,387398,Monika Mitchell
38084,381615,Mike Rohl
38085,377428,Gary Harvey
38086,374614,James Head
38087,374609,David Winning
38088,374739,Bradley Walsh
38089,374607,Terry Ingram
38090,374606,Jerry Ciccoritti
38091,374603,Sean McNamara
38092,361745,Neill Fearnley
38093,352851,Kristoffer Tabori
38094,346489,Anne Wheeler
38095,311181,Mark Griffiths
38096,300187,Jay Russell
38097,299576,Mark Jean
38098,299574,John Bradshaw
38099,289520,Ron Oliver
38100,279371,Gary Yates
38101,279332,Mark Jean
38102,239018,Ron Oliver
38103,258691,Kristoffer Tabori
38104,249057,Harvey Crossland
38105,238304,John Bradshaw
38106,238749,Jonathan Wright
38107,235662,Bert Kish
38108,180794,Kristoffer Tabori
38109,226167,Graeme Campbell
38110,149235,Bradford May
38111,149218,John Bradshaw
38112,147132,Gary Yates
38113,145840,Michael Scott
38114,211125,Kevin Conner
38115,85887,Lee Rose
38116,227552,Michael Grossman
38117,81416,Kevin Connor
38118,208035,Karen Thomas
38119,389995,Juan Taratuto
38120,384798,Steven Gomez
38121,78713,Sarah Harding
38122,371560,Nicolas Pesce
38123,164777,Antonio Pietrangeli
38124,334533,Matt Ross
38125,129564,Elio Petri
38126,81976,Bob Swerer Jr.
38127,374475,Maren Ade
38128,351454,Pablo Larraín
38129,84993,Tony Williams
38130,257623,Nikos Koundouros
38131,113294,Regan Hall
38132,46095,Robert Wise
38133,213570,Robert Wise
38134,43394,Robert Wise
38135,62006,Robert Wise
38136,68977,Robert Wise
38137,115386,Robert Wise
38138,381071,Lotje Sodderland
38139,279049,Katsuhide Motoki
38140,294368,Amy Berg
38141,250880,Dennis Wise
38142,346873,Paul Wittenberger
38143,352733,Sheree Folkson
38144,86520,Masahiro Shinoda
38145,122293,Paul Ziller
38146,370234,Mike Testin
38147,128412,Otar Iosseliani
38148,83235,Otar Iosseliani
38149,56952,Mohsen Makhmalbaf
38150,112633,Louis Malle
38151,385581,Jennifer Senko
38152,101916,Stefan Pleszczynski
38153,80520,Ben Bolt
38154,55916,Allan A. Goldstein
38155,56491,Brian Trenchard-Smith
38156,60505,Geoff Murphy
38157,302508,Rolfe Kanefsky
38158,385371,D.C. Hamilton
38159,293670,Na Hong-jin
38160,168079,Gail Harvey
38161,375199,Shyam Kaushal
38162,155217,Ryo Nishimura
38163,83501,Vladimir Studennikov
38164,364426,Charlie Lyne
38165,216472,Peter Wang
38166,51091,Michael Switzer
38167,337154,Lorene Scafaria
38168,113523,Herbert J. Leder
38169,56424,Anne Le Ny
38170,188183,Xue Xiaolu
38171,395181,Xue Xiaolu
38172,134362,Pedro Ultreras
38173,325758,Ryan Wise
38174,319017,Mark Bessenger
38175,291805,Jon M. Chu
38176,390766,Deborah S. Esquenazi
38177,394812,Tiffany Hsiung
38178,370464,Warren P. Sonoda
38179,354818,Jay Chapman
38180,369820,Lance Bangs
38181,12443,Alberto Negrin
38182,23802,Rupert Edwards
38183,170740,Mikael Salomon
38184,388440,Pearry Reginald Teo
38185,392440,Scott Hicks
38186,388403,Yang Qing
38187,78492,Kenji Misumi
38188,48339,Friðrik Þór Friðriksson
38189,42082,Adam Small
38190,38061,Paul Cowan
38191,147307,Sid Laverents
38192,235201,Ryan Trecartin
38193,36090,Shūji Terayama
38194,268380,Naomi Nagata
38195,37228,Joel Sucher
38196,394244,David Zellner
38197,83284,Mads Matthiesen
38198,69915,Andrew Okpeaha MacLean
38199,136762,Michael Snow
38200,94643,Cecil M. Hepworth
38201,376916,Ng Ka-Leung
38202,339526,Davis Doi
38203,382088,Devin Graham
38204,362699,Omer Fast
38205,118792,Nozim To'laho'jayev
38206,396292,Jay Karas
38207,299782,Orson Welles
38208,24398,Simon Pummell
38209,345069,Viet Nguyen
38210,339928,Maclain Nelson
38211,375170,Cheng Wei-Hao
38212,330916,Felix Thompson
38213,376549,Danny Pang
38214,4290,Brian Clyde
38215,87061,Eric Lange
38216,216203,Joe Stauffer
38217,332872,Pedro Almodóvar
38218,339397,Woody Allen
38219,374473,Ken Loach
38220,84233,S.F. Brownrigg
38221,5654,Brendan Donnison
38222,353866,Christian Prettin
38223,44645,Leonard Ho
38224,314570,Maíra Bühler
38225,254420,Soumik Sen
38226,50578,Edward A. Burger
38227,147367,Christie Will
38228,340746,Baek Woon-Hak
38229,310567,Prashant Nair
38230,109581,James Moore
38231,375599,Sun Hao
38232,344854,Nick Robertson
38233,385379,Jonathan Yi
38234,311770,Sanna Lenken
38235,358907,Hanna Sköld
38236,323428,Linda-Maria Birbeck
38237,324764,Beata Gårdeler
38238,346469,Andreas Öhman
38239,347344,Daniel di Grado
38240,303636,Amanda Adolfsson
38241,321283,Viktor Johansson
38242,356218,Alexandra-Therese Keining
38243,347106,Lisa Siwe
38244,335683,John Olsson
38245,363607,Pontus Klänge
38246,377290,Pernilla August
38247,381277,Måns Månsson
38248,268618,Baldvin Zophoníasson
38249,341491,Hilmar Oddsson
38250,341490,Kristín Jóhannesdóttir
38251,91041,Oddvar Einarson
38252,250974,Dag Johan Haugerud
38253,280583,Andrew Huculiak
38254,69471,Alessandro Baricco
38255,39301,Oded Davidoff
38256,107775,Arild Andresen
38257,17575,Torun Lian
38258,198783,Gabriel Axel
38259,55154,Bo Hermansson
38260,33340,Margreth Olin
38261,64116,Gunnar Vikene
38262,388468,Arild Fröhlich
38263,87654,Edith Carlmar
38264,336885,Henrik Martin Dahlsbakken
38265,373757,Boudewijn Koole
38266,285165,Peter Flinth
38267,348675,Jesper W. Nielsen
38268,11392,Erik Balling
38269,57911,Bent Christensen
38270,342695,Jonas Wolcher
38271,16039,Bille August
38272,20661,Bille August
38273,335582,Kasper Juhl
38274,11390,Erik Balling
38275,76312,Morten Arnfred
38276,155714,Nils Malmros
38277,146184,Katrin Ottarsdóttir
38278,80362,Emil Larsson
38279,324284,Ross Partridge
38280,391617,Sebastián Borensztein
38281,37433,Katsuhiro Ōtomo
38282,47408,Suguru Takeuchi
38283,14233,Risto Topaloski
38284,48417,Dante Lam
38285,397914,Devin Dehaven
38286,347031,Daniel Scheinert
38287,367416,Ben Verbong
38288,378348,Lee Il-hyeong
38289,40534,Bruce Hendricks
38290,102961,Andy Sidaris
38291,339148,Emily Ting
38292,222220,A.V. Bramble
38293,57992,Olivier Megaton
38294,66897,René Clair
38295,139251,Kevin Connor
38296,391778,Anthony D'Souza
38297,4546,David Greene
38298,389053,Steven Brill
38299,343140,Johnnie To
38300,363103,Roberto Berliner
38301,301804,Mike Flanagan
38302,374458,Cristian Mungiu
38303,26677,Robert Scott
38304,322745,Jem Cohen
38305,169448,Mitra Farahani
38306,335409,Jim Wynorski
38307,260401,Jem Cohen
38308,260399,Jem Cohen
38309,107104,Philip J. Cook
38310,391375,Michelle Danner
38311,398289,David Hackl
38312,342464,Janet Grillo
38313,148434,Demofilo Fidani
38314,109456,Demofilo Fidani
38315,150226,Demofilo Fidani
38316,3698,Michele Lupo
38317,5434,Joe D'Amato
38318,292610,Joe D'Amato
38319,40162,Joe D'Amato
38320,58419,Joe D'Amato
38321,31264,Joe D'Amato
38322,171993,Raffaele Donato
38323,374173,Shakun Batra
38324,353989,Daniela Goggi
38325,356842,David Farr
38326,16884,Anders Matthesen
38327,94067,Dirk De Villiers
38328,88518,Charles Philip Moore
38329,57313,Anthony Fankhauser
38330,79078,Keith Allen Burns
38331,385320,Glenn Miller
38332,21293,Wilson Coneybeare
38333,279588,James Balsamo
38334,214676,Hayao Miyazaki
38335,265982,David H. Brooks
38336,376523,Liz Garbus
38337,26521,Miguel Martí
38338,41028,Frank Tashlin
38339,135652,David Raynr
38340,93041,Lance Comfort
38341,180886,Jeff Burr
38342,72754,Charles Band
38343,346384,Joe Stephenson
38344,18932,Joseph Ariola
38345,45780,Gabriel Range
38346,41149,Philip Casson
38347,25787,Hugo Haas
38348,280178,Scott Hicks
38349,269306,Alf Sjöberg
38350,109380,Zbynek Brynych
38351,103941,José María Forqué
38352,361146,José Pedro Goulart
38353,29798,Charles Band
38354,298228,John Polonia
38355,308531,Dave Green
38356,32790,Craig Pryce
38357,30641,David DeCoteau
38358,257345,Greg McLean
38359,256771,Chris W. Mitchell
38360,34598,Spiro Razatos
38361,41962,Juzo Itami
38362,110283,Juzo Itami
38363,83183,Juzo Itami
38364,139176,Ray C. Smallwood
38365,318121,Rob Burnett
38366,293413,Woo Min-Ho
38367,397403,Martin Durkin
38368,24793,Roger Young
38369,40258,Alain Robak
38370,105184,Eckhart Schmidt
38371,60163,Yukihiko Tsutsumi
38372,40863,Jackie Chan
38373,379220,Nicolás López
38374,258771,Ignas Jonynas
38375,322506,Jon Spira
38376,221343,Suri Krishnamma
38377,121245,Aaron Douglas Johnston
38378,81120,John Baxter
38379,362247,Hans Christian Berger
38380,341012,Jorma Taccone
38381,198652,Silvio Narizzano
38382,37237,George Mihalka
38383,324314,Jeffrey Schwarz
38384,298459,Cédric Anger
38385,114030,Koki Mitani
38386,398854,David Kerr
38387,356366,Katherine Brooks
38388,377158,Tomasz Wasilewski
38389,350904,Pietro Marcello
38390,330294,Valérie Donzelli
38391,364831,Andrea Marini
38392,291863,Paul Goodwin
38393,398830,Manolo Sarmiento
38394,309879,Edward Evers-Swindell
38395,400791,Holly L. De Ruyter
38396,107315,Justin Thomas Ostensen
38397,91950,Carlos Saura
38398,169782,Richard Curson Smith
38399,98927,Andrzej Żuławski
38400,33108,Inessa Kovalevskaya
38401,353433,Aaron Kaufman
38402,192040,Alastair Fothergill
38403,220903,Stephen Lyle
38404,384130,Rosie Thomas
38405,370260,John Gordillo
38406,280004,Andrew L. Stone
38407,347123,Jay Roach
38408,121572,Jason Banker
38409,43608,Andrew L. Stone
38410,29477,Andrew L. Stone
38411,400608,Christopher Storer
38412,356329,James Crump
38413,58522,Luca Vendruscolo
38414,259693,James Wan
38415,248741,John G. Adolfi
38416,55608,Aleksey Uchitel
38417,30656,Robert Lovy
38418,89587,Eros Puglielli
38419,312623,Lew Landers
38420,326255,Matthew Ogens
38421,400948,Robert Erickson
38422,377823,Xu Haofeng
38423,376261,Elyse Steinberg
38424,109088,Chang Cheh
38425,66756,Tong Kai
38426,205891,Christopher Roosevelt
38427,364902,Richard Eyre
38428,218351,Andrew L. Stone
38429,241374,Sidney Franklin
38430,134475,Roscoe 'Fatty' Arbuckle
38431,65192,Chang Cheh
38432,122331,Alan Crosland
38433,375356,Jean-Loup Hubert
38434,391757,Michael Jai White
38435,328429,Mark Elijah Rosenberg
38436,30665,George Marshall
38437,245913,Michael Zimbalist
38438,82819,Basil Dearden
38439,75198,Eric Lavaine
38440,51334,Onur Ünlü
38441,94659,Yasujirō Ozu
38442,117472,Yasujirō Ozu
38443,117767,Andrzej Munk
38444,44688,Joseph Sargent
38445,132133,Andrzej Munk
38446,105136,SABU
38447,329750,Yael Melamede
38448,395883,Francesco Cinquemani
38449,84228,P.J. Pettiette
38450,270650,Evgeny Afineevsky
38451,366564,Orelsan
38452,356332,James Solomon
38453,157515,Helmut Käutner
38454,103578,Norman J. Warren
38455,230471,Michele Lupo
38456,150912,Michele Lupo
38457,281238,Michele Lupo
38458,145244,Michele Lupo
38459,87335,Michele Lupo
38460,205557,Michele Lupo
38461,61581,Michele Lupo
38462,389427,Sean Nalaboff
38463,144341,Demofilo Fidani
38464,147575,Demofilo Fidani
38465,150224,Demofilo Fidani
38466,43074,Paul Feig
38467,52947,Billy Chung
38468,339739,Stephen Cone
38469,61294,Roland Joffé
38470,30942,Dennis Law
38471,32003,Bryce Olson
38472,353610,Roel Reiné
38473,350566,David Green
38474,206657,Joerg Steineck
38475,287703,Chiang Chin-Lin
38476,284152,Lee Do-Yoon
38477,25625,John Waters
38478,168098,Tod Williams
38479,356334,Allan Ungar
38480,28529,Jim Wynorski
38481,300210,Eyal Sivan
38482,131172,Michael Lindsay-Hogg
38483,377150,Mani Haghighi
38484,244839,M. David Melvin
38485,216521,Eddie Mullins
38486,170898,Vlatka Vorkapić
38487,25079,Junichi Sato
38488,80699,Linda Wendel
38489,130638,Bertrand Blier
38490,363889,Andy Palmer
38491,355598,Jeremy Benson
38492,323372,Hector Hernández Vicens
38493,370687,A. Todd Smith
38494,373476,Joshua Marston
38495,300761,Gotham Chopra
38496,41312,George More O'Ferrall
38497,258755,Mikel Rueda
38498,28775,E.A. Dupont
38499,217057,Frank Gladstone
38500,327040,Eva Husson
38501,34202,Dan Curtis
38502,401895,Ignacio F. Iquino
38503,397003,Daniel Zirilli
38504,138705,Lauri Törhönen
38505,150208,Lauri Törhönen
38506,61123,Lauri Törhönen
38507,80256,Lauri Törhönen
38508,41454,Nikolaj Steen
38509,381080,Quincy Jones III
38510,297721,Yoo Ha
38511,359790,Daniel Alfredson
38512,51806,Eric Till
38513,343724,Simon Pummell
38514,392961,Adam Green
38515,35429,Peter Manus
38516,73307,Franklin Adreon
38517,380225,Paolo Virzì
38518,229154,Mark Devendorf
38519,226437,Maciej Pieprzyca
38520,258322,Ferzan Ozpetek
38521,324181,Steve Yu
38522,63398,Costa-Gavras
38523,4948,Costa-Gavras
38524,51444,Krsto Papić
38525,31453,Dennis Dimster
38526,52199,Edward L. Cahn
38527,30667,Damian Klaus
38528,133563,Masahiro Shinoda
38529,213373,Joaquim Pinto
38530,169357,Nicolas Klotz
38531,206789,Satyajit Ray
38532,345735,Fire Lee Ka-Wing
38533,397517,Joshua Caldwell
38534,185738,Rodrigo Sorogoyen
38535,168814,Arvin Chen
38536,266279,Hobart Henley
38537,40946,Michael Selditch
38538,55424,Pierre-François Martin-Laval
38539,175331,Yilmaz Arslan
38540,302699,Rawson Marshall Thurber
38541,72152,Prakash Jha
38542,94798,Satyajit Ray
38543,139582,Prakash Jha
38544,14751,Shashant Shah
38545,53284,Habib Faisal
38546,63006,Rohan Sippy
38547,379275,Snježana Tribuson
38548,305309,Britta Sjogren
38549,377462,Ezra Edelman
38550,399747,Melanie Aitkenhead
38551,89662,Edward L. Cahn
38552,216546,Griff Furst
38553,86971,Todor Chapkanov
38554,398535,Abhishek Chaubey
38555,202244,Sean Bardin
38556,68078,Harry L. Fraser
38557,266541,Edward F. Cline
38558,50125,Eric Mistler
38559,400174,Mario Van Peebles
38560,324421,Andrew Horn
38561,34216,Kenneth Bi
38562,39048,George Fitzmaurice
38563,57880,Chung Shu-Kai
38564,115893,Slavko Vorkapich
38565,101024,Chung Shu-Kai
38566,66834,Ben Sharpsteen
38567,67572,Wilfred Jackson
38568,210910,Joe Begos
38569,30948,Tony Leung Siu-Hung
38570,24921,Bill Corcoran
38571,94811,Lloyd Bacon
38572,376263,Josh Fox
38573,35891,Tibor Takács
38574,95700,José Ramón Novoa
38575,376237,Jason Benjamin
38576,175171,Tim Whelan
38577,178927,John G. Adolfi
38578,103668,Randy Barbato
38579,285953,Kirk Browning
38580,84831,Michael Tuchner
38581,334670,Maya Newell
38582,335430,Kei Morikawa
38583,57458,Apichatpong Weerasethakul
38584,267192,Michael Grandage
38585,110490,Bille Woodruff
38586,278935,Marco Antonio Cury
38587,183855,Bruno Barreto
38588,48502,Roberto Girault
38589,199883,Francisco Ramalho Jr.
38590,146905,Nelson Pereira dos Santos
38591,50489,Rosane Svartman
38592,377210,Marina Zenovich
38593,70461,Jean-Jacques Beineix
38594,355786,Raam Reddy
38595,68309,Jack Lee
38596,267977,Genji Nakamura
38597,400605,Pat Williams
38598,46548,Archibald Flancranstin
38599,70859,Keith Gordon
38600,76474,Ben Bolt
38601,377213,Ribhu Dasgupta
38602,324668,Paul Greengrass
38603,278348,Michael Walker
38604,289207,Larry Savadove
38605,192097,Raj Kumar Gupta
38606,53283,Aatish Kapadia
38607,35687,Dibakar Banerjee
38608,54142,Vinay Shukla
38609,126318,Ashim Ahluwalia
38610,15975,Dibakar Banerjee
38611,56897,Subhash Kapoor
38612,172817,Tigmanshu Dhulia
38613,323426,R. Balki
38614,68256,Amole Gupte
38615,85043,Mandeep Kumar
38616,202984,Dirk Simon
38617,324820,Jan Prusinovsky
38618,337965,Greg Kohs
38619,360606,John Schultz
38620,92691,Hirokazu Koreeda
38621,98106,William Fruet
38622,71503,William Fruet
38623,61689,Rod Hardy
38624,79192,Ron Joy
38625,238124,David Lowell Rich
38626,197864,Raoul Lévy
38627,253337,Beth Harrington
38628,384450,Danny Roew
38629,263945,Cathy Malkasian
38630,40741,Kazuo Ikehiro
38631,90351,Kinji Fukasaku
38632,10458,Mennan Yapo
38633,60971,Seijun Suzuki
38634,390592,Rachel Tunnard
38635,131737,Frank Harper
38636,30787,Antony Balch
38637,14685,Claude Whatham
38638,312113,Jeta Amata
38639,355254,Jake Paltrow
38640,393562,Anurag Kashyap
38641,352179,Wayne Blair
38642,392553,Matt D'Avella
38643,338063,Alex Berry
38644,258489,David Yates
38645,316727,James DeMonaco
38646,316023,Jake Szymanski
38647,278154,Galen T. Chu
38648,345911,David F. Sandberg
38649,294272,David Lowery
38650,388191,John Lyde
38651,328716,Kim Suk-Yoon
38652,333386,Kieran Darcy-Smith
38653,254575,Allan A. Goldstein
38654,243752,Nick Wernham
38655,367197,Ben Timlett
38656,177869,Jonathan Hock
38657,369776,Olivier Baroux
38658,40451,Buddy Cooper
38659,89904,Robert Kurtzman
38660,55035,Claude Chabrol
38661,12529,Giuseppe Colizzi
38662,9031,Italo Zingarelli
38663,259634,Maurizio Ponzi
38664,46572,Steno
38665,315439,Lee Joon-ik
38666,302161,Charles Maxwell
38667,340611,James Schamus
38668,337874,Andrew Neel
38669,267852,Nick Szostakiwskyj
38670,53010,Nicolas Cuche
38671,214209,Huh Jung
38672,353571,Sian Heder
38673,369228,Sergio Rubini
38674,367999,Massimiliano Bruno
38675,356758,Vincenzo Marra
38676,371942,Pupi Avati
38677,359156,Claudio Caligari
38678,359152,Stefano Chiantini
38679,343173,Steve Barker
38680,390512,Noah Buschel
38681,27123,William Boyd
38682,332741,Cosima Spender
38683,359412,Steven C. Miller
38684,319352,Eric Lange
38685,317214,Ali F. Mostafa
38686,33201,Harry Winer
38687,309882,Tim Mahoney
38688,58430,Roger Young
38689,230722,Choi Jin-sung
38690,369032,Mickey Keating
38691,27243,Justin Hardy
38692,346641,Achim Bornhak
38693,324794,Anucha Boonyawatana
38694,372411,Mandie Fletcher
38695,53335,Kate Robbins
38696,273645,Shin Jae-Young
38697,399106,Alan Barillaro
38698,49341,Dom Rotheroe
38699,269705,Mary Dore
38700,324322,Johanna Schwartz
38701,330068,Jonathan Hock
38702,209645,Tommy Haines
38703,274504,Pamela Romanowsky
38704,196324,Andrés Wood
38705,341957,Kathleen Behun
38706,101206,Leonide Moguy
38707,31265,Lee Sholem
38708,34875,William A. O'Connor
38709,395476,Lew Landers
38710,357529,Derwin Abrahams
38711,94176,George Marshall
38712,360283,John Roecker
38713,400121,Jake L. Reid
38714,49237,Mario Andreacchio
38715,398265,Timothy Woodward Jr.
38716,52593,William Witney
38717,35007,Robert Hamer
38718,120885,George B. Seitz
38719,130134,William A. Wellman
38720,17342,Yi'nan Diao
38721,193284,William Witney
38722,184710,Filip Maciejewicz
38723,380372,Filip Maciejewicz
38724,83876,Sun Chung
38725,102814,Malcolm Leo
38726,94544,Richard C. Kahn
38727,174150,Robert Florey
38728,262260,Roy Del Ruth
38729,254664,Chiu Keng Guan
38730,137308,Ligy J. Pullappally
38731,156967,Harish Saluja
38732,156954,Markus Imhoof
38733,66780,Eric Saperston
38734,137826,Henry Levin
38735,262829,Raphael Nussbaum
38736,108063,Veljko Bulajić
38737,41294,Miguel M. Delgado
38738,45192,Miguel M. Delgado
38739,70193,Sion Sono
38740,66062,Sion Sono
38741,211222,O.H. Krill
38742,266874,Chen Chi-Hwa
38743,402877,Armando Bo
38744,24678,Mark Henn
38745,337703,Michael Dudok de Wit
38746,228941,Koji Fukada
38747,81633,Koji Fukada
38748,110412,José Ramón Larraz
38749,394047,Alex Ranarivelo
38750,378441,James Spinney
38751,120121,Fernando Fernán Gómez
38752,189696,Lee Savage
38753,196319,Ward Kimball
38754,400411,Jeffrey G. Hunt
38755,376233,Roger Ross Williams
38756,364051,Anne Fontaine
38757,349441,Shemi Zarhin
38758,373479,Thorsten Schütte
38759,373922,Johnnie To
38760,359641,Carlos Saura
38761,357799,Ido Haar
38762,119637,Jules Dassin
38763,354275,Hong Sang-soo
38764,62675,Pierre Richard
38765,384845,Heber Cannon
38766,394499,Ian SBF
38767,41004,Miguel M. Delgado
38768,145481,Roberto Gavaldón
38769,82776,Miguel M. Delgado
38770,41298,Miguel M. Delgado
38771,45191,Miguel M. Delgado
38772,18944,Michael Lindsay-Hogg
38773,328387,Ariel Schulman
38774,389425,Michael Winnick
38775,95322,Michael Parkhurst
38776,46784,Kenneth Anger
38777,46781,Kenneth Anger
38778,272720,B. S. Johnson
38779,303497,B. S. Johnson
38780,303484,B. S. Johnson
38781,356862,B. S. Johnson
38782,356864,B. S. Johnson
38783,118014,Germaine Dulac
38784,49037,Hiroki Yamaguchi
38785,363676,Clint Eastwood
38786,371865,Bruno Dumont
38787,377287,Eugène Green
38788,361571,Philippe Lesage
38789,392817,Kirill Serebrennikov
38790,338189,Xavier Dolan
38791,378813,Tobias Nölle
38792,118430,Greydon Clark
38793,101293,Greydon Clark
38794,31128,Greydon Clark
38795,76681,Greydon Clark
38796,150273,Greydon Clark
38797,22020,Greydon Clark
38798,96129,Greydon Clark
38799,275603,Jonathan Williams
38800,385031,Jamie Marshall
38801,154441,Roberto Santucci
38802,93091,Adam Sherman
38803,44510,David Lynch
38804,376812,Ali Abbas Zafar
38805,342213,Ignacio F. Iquino
38806,148615,Paul Wendkos
38807,389180,Jean Pierre Lefebvre
38808,262542,Grigorij Richters
38809,16909,Thomas Borch Nielsen
38810,372297,Martin Prakkat
38811,126043,Lírio Ferreira
38812,405621,Christine Swanson
38813,103396,Robert Siodmak
38814,130957,Josef Mach
38815,54893,Paul Todisco
38816,98644,Braden King
38817,393834,Ivan Sen
38818,366514,Laurent Tirard
38819,63989,Ivan Calbérac
38820,328901,Andrew Renzi
38821,388862,John Stockwell
38822,263416,Brandon Slagle
38823,316268,Chris Majors
38824,293516,Giulio Manfredonia
38825,360249,Nils Gaup
38826,28406,José María Zabalza
38827,362765,Justin Paul Miller
38828,368620,Steffi Kammerer
38829,50186,Emil Loteanu
38830,362876,Marina Person
38831,361249,Ashwiny Iyer Tiwari
38832,4279,Jean-Paul Rappeneau
38833,87081,Sean Baker
38834,324300,Mitch Dickman
38835,15467,Aziz Mirza
38836,349086,Michael Watchulonis
38837,257026,Alex Fegan
38838,41278,Percy Stow
38839,86320,Eduardo Coutinho
38840,86531,Daniel Ribeiro
38841,397278,Mark Pavia
38842,67303,Pedro Serrazina
38843,68895,Lucas Lowe
38844,314837,Masato Harada
38845,325789,Brad Furman
38846,308266,Todd Phillips
38847,353216,Thomas Wirthensohn
38848,82664,Thomas Bohn
38849,345054,Lee Friedlander
38850,400668,Francine Watson
38851,133736,Bennett Singer
38852,227859,Anna Zielinski
38853,299751,Walter Salles
38854,55344,Daisuke Miura
38855,401387,Oscar Sharp
38856,390880,Evgeniy Shelyakin
38857,405388,Jarrett Lee Conaway
38858,292277,Brian J. Terwilliger
38859,61348,Darnell Martin
38860,368596,Paul Borghese
38861,347981,Selim Evci
38862,331393,Joseph Mazzello
38863,31385,Jack Bravman
38864,376501,JT Mollner
38865,373453,Qaushiq Mukherjee
38866,351809,Daniel Calparsoro
38867,365997,Toni Myers
38868,382651,Eric Petey
38869,356201,Oh-Kwang Kwon
38870,392885,Marcus Raboy
38871,28073,Vernon Sewell
38872,175427,Bassam Tariq
38873,237799,Josiane Balasko
38874,40585,Yves Robert
38875,318052,Evgeny Ruman
38876,254251,Scott Yacyshyn
38877,98948,Richard Schenkman
38878,216043,Arthur Ginsberg
38879,88949,Julio Buchs
38880,76468,Michael Tuchner
38881,54821,Peter Lord
38882,215814,Adrian Powers
38883,22750,Spencer Williams
38884,86254,Jim Wynorski
38885,43473,Spencer Williams
38886,90726,Domenico Paolella
38887,139826,Ken Olin
38888,371738,Andrew Haigh
38889,166007,Charles Reisner
38890,110692,Robert Downey Sr.
38891,134435,Edward Bernds
38892,17288,Çetin Inanç
38893,8383,Rudolf Thome
38894,325240,Don Taylor
38895,112675,Sergiu Nicolaescu
38896,46879,Mateo Gil
38897,162874,Harry Beaumont
38898,316491,Sergiu Nicolaescu
38899,247354,Oscar Micheaux
38900,260646,Jacques Ouaniche
38901,404829,Anna Elizabeth James
38902,298028,Matthew Hensman
38903,397873,Kevin King
38904,403232,Christian Sesma
38905,282024,Gleb Orlov
38906,42498,Satyajit Ray
38907,257006,Tonino Ricci
38908,367816,Brenden Mertens
38909,126140,Dafna Yachin
38910,347647,Peter Murphy
38911,407036,Kevin Van Stevenson
38912,46658,Tonino Ricci
38913,225776,Peter Meyer
38914,76348,Claude Lelouch
38915,369033,Karl Mueller
38916,159201,William Tannen
38917,192868,Larry Peerce
38918,159942,Danis Tanović
38919,356626,Bilall Fallah
38920,253343,Kevin Connolly
38921,247845,Mike Slee
38922,332806,Mark Cousins
38923,376426,Joe Berlinger
38924,373348,Jeff Feuerzeig
38925,358430,Rudi Rosenberg
38926,314635,Stepan Altrichter
38927,300949,Nikos Tzimas
